ticketId,customerId,customerName,customerSegment,plan,channel,subject,bodyPreview,createdAt,lastReplyAt,lastReplyBy,replyCount,status,priority,assignedTo,category,previousOpenTicketsForCustomer
TKT-301645,ACCT-02307,Serviços Ferreira do Brasil,SMB,GROWTH,WHATSAPP,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-02-01T17:04:43,2026-02-10T01:16:00,AGENT,4,WAITING_CUSTOMER,HIGH,Carla Mendes,BILLING,1
TKT-305447,ACCT-02281,Alimentos Carvalho,SMB,STARTER,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-02-01T17:18:34,2026-02-12T02:40:29,AGENT,2,CLOSED,LOW,Carla Mendes,,0
TKT-305628,ACCT-02276,Transportes Ribeiro,MID,STARTER,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-02-01T17:26:20,2026-02-15T01:47:58,AGENT,3,RESOLVED,MEDIUM,Henrique Faria,BUG,1
TKT-306909,ACCT-02101,Comércio Ferreira do Brasil,SMB,FREE,CHAT,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-01T17:32:59,2026-02-02T16:55:47,AGENT,4,RESOLVED,MEDIUM,Bruno Lima,,0
TKT-307940,ACCT-02542,Alimentos Carvalho do Brasil,SMB,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-02-01T17:41:16,2026-02-09T07:55:53,AGENT,4,RESOLVED,LOW,Ana Souza,HOW_TO,0
TKT-307588,ACCT-02531,Transportes Rodrigues ME,MID,GROWTH,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-02-01T17:48:22,2026-02-09T03:50:26,AGENT,3,WAITING_CUSTOMER,HIGH,Giovana Reis,,0
TKT-305129,ACCT-02188,Serviços Oliveira S.A.,SMB,FREE,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-01T18:58:41,2026-02-08T11:38:27,AGENT,5,RESOLVED,MEDIUM,Carla Mendes,HOW_TO,1
TKT-306671,ACCT-02679,Indústria Costa,SMB,GROWTH,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-01T19:14:24,2026-02-02T18:54:36,AGENT,5,CLOSED,MEDIUM,Giovana Reis,,0
TKT-306859,ACCT-02691,Varejo Lima,SMB,FREE,CHAT,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-02-01T19:38:21,2026-02-03T00:59:27,AGENT,7,RESOLVED,URGENT,Bruno Lima,,0
TKT-300938,ACCT-02318,Engenharia Almeida ME,MID,GROWTH,CHAT,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-02-01T19:49:13,2026-02-07T22:07:38,AGENT,1,RESOLVED,MEDIUM,Henrique Faria,,0
TKT-301227,ACCT-02546,Soluções Rodrigues,ENT,GROWTH,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-02-01T20:12:51,2026-02-06T22:19:18,CUSTOMER,3,RESOLVED,MEDIUM,Bruno Lima,,0
TKT-300525,ACCT-02481,Serviços Ferreira S.A.,SMB,GROWTH,WHATSAPP,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-02-01T20:28:46,2026-02-02T09:32:06,AGENT,1,IN_PROGRESS,LOW,Carla Mendes,,0
TKT-303539,ACCT-02237,Indústria Almeida,SMB,FREE,WHATSAPP,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-02-01T20:51:55,2026-02-05T05:05:03,CUSTOMER,6,CLOSED,MEDIUM,Carla Mendes,,0
TKT-307279,ACCT-02501,Comércio Ferreira,SMB,STARTER,EMAIL,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Várias pessoas do meu time relataram o mesmo agora há pouco.,2026-02-01T21:04:02,2026-02-04T04:02:03,AGENT,4,RESOLVED,URGENT,Isadora Pinto,,0
TKT-302297,ACCT-02022,Têxtil Pereira,SMB,STARTER,CHAT,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-02-01T21:47:24,2026-02-10T23:00:26,AGENT,5,CLOSED,HIGH,Carla Mendes,,1
TKT-300826,ACCT-02428,Indústria Santos S.A.,SMB,STARTER,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-01T21:47:34,2026-02-02T22:24:38,CUSTOMER,1,RESOLVED,URGENT,Bruno Lima,,0
TKT-300700,ACCT-02418,Atacadista Ferreira S.A.,MID,STARTER,PHONE_CALLBACK,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-01T22:07:28,2026-02-08T16:13:10,CUSTOMER,4,CLOSED,HIGH,Bruno Lima,,0
TKT-307282,ACCT-02505,Farma Almeida Ltda,SMB,FREE,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-01T22:15:31,2026-02-11T17:46:38,AGENT,7,RESOLVED,LOW,Henrique Faria,,0
TKT-304197,ACCT-02201,Alimentos Oliveira do Brasil,SMB,GROWTH,CHAT,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-01T22:46:34,2026-02-04T08:59:31,AGENT,7,CLOSED,MEDIUM,Bruno Lima,BILLING,0
TKT-301751,ACCT-02242,Atacadista Oliveira S.A.,ENT,ENTERPRISE,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-02-01T22:54:27,2026-02-13T00:03:38,CUSTOMER,4,CLOSED,MEDIUM,Carla Mendes,,0
TKT-304333,ACCT-02599,Soluções Rodrigues S.A.,SMB,FREE,WHATSAPP,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-02-01T22:58:01,2026-02-15T15:28:15,AGENT,8,CLOSED,MEDIUM,Isadora Pinto,,0
TKT-307790,ACCT-02632,Varejo Santos do Brasil,SMB,FREE,CHAT,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-02-01T23:16:42,2026-02-05T00:56:10,CUSTOMER,1,WAITING_CUSTOMER,HIGH,Diego Cruz,,0
TKT-307063,ACCT-02069,Serviços Almeida Ltda,SMB,STARTER,EMAIL,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-02-01T23:17:53,2026-02-08T04:06:40,CUSTOMER,2,RESOLVED,MEDIUM,Diego Cruz,,0
TKT-301937,ACCT-02285,Atacadista Rodrigues S.A.,SMB,FREE,EMAIL,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-02-01T23:21:39,2026-02-11T23:15:52,CUSTOMER,8,WAITING_CUSTOMER,MEDIUM,Carla Mendes,,0
TKT-307017,ACCT-02149,Logística Rodrigues do Brasil,SMB,STARTER,WHATSAPP,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-01T23:22:30,2026-02-11T22:37:31,AGENT,4,WAITING_CUSTOMER,MEDIUM,Giovana Reis,HOW_TO,3
TKT-306108,ACCT-02122,Farma Ferreira,SMB,STARTER,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-02-01T23:26:45,2026-02-05T10:22:01,AGENT,2,RESOLVED,URGENT,Carla Mendes,,0
TKT-306456,ACCT-02164,Engenharia Andrade Ltda,SMB,STARTER,CHAT,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-01T23:34:05,2026-02-08T14:58:14,CUSTOMER,1,CLOSED,MEDIUM,Ana Souza,,0
TKT-301124,ACCT-02562,Serviços Rodrigues do Brasil,SMB,FREE,CHAT,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-02T00:05:09,2026-02-14T06:05:03,CUSTOMER,3,CLOSED,MEDIUM,Bruno Lima,HOW_TO,1
TKT-305811,ACCT-02113,Indústria Santos ME,SMB,STARTER,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-02T00:05:59,2026-02-09T23:36:56,AGENT,1,CLOSED,URGENT,Bruno Lima,BILLING,0
TKT-305750,ACCT-02203,Comércio Andrade Ltda,MID,STARTER,CHAT,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-02-02T00:06:30,2026-02-11T00:20:21,AGENT,2,RESOLVED,URGENT,Henrique Faria,BILLING,0
TKT-301471,ACCT-02593,Soluções Costa do Brasil,SMB,FREE,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-02-02T00:27:33,,,0,NEW,LOW,,,1
TKT-306235,ACCT-02292,Atacadista Souza do Brasil,MID,STARTER,CHAT,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-02T00:28:01,2026-02-05T18:12:12,CUSTOMER,1,CLOSED,HIGH,Bruno Lima,BILLING,0
TKT-300198,ACCT-02585,Transportes Ferreira,MID,GROWTH,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-02T00:30:09,,,0,NEW,LOW,,,0
TKT-304670,ACCT-02398,Têxtil Carvalho,ENT,GROWTH,EMAIL,API: endpoint pra listar webhooks,"Hoje só dá pra criar/deletar via UI, não tem GET na API.",2026-02-02T00:53:12,2026-02-06T00:11:23,CUSTOMER,7,CLOSED,MEDIUM,Bruno Lima,,1
TKT-301635,ACCT-02068,Distribuidora Lima ME,MID,GROWTH,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-02-02T01:09:39,2026-02-02T22:38:30,AGENT,2,RESOLVED,HIGH,Felipe Nunes,,2
TKT-303374,ACCT-02493,Distribuidora Almeida S.A.,SMB,GROWTH,CHAT,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-02T01:42:33,2026-02-05T03:47:43,CUSTOMER,2,RESOLVED,HIGH,Bruno Lima,BILLING,0
TKT-304133,ACCT-02355,Alimentos Souza,SMB,STARTER,WHATSAPP,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-02-02T01:48:34,2026-02-10T03:18:40,CUSTOMER,3,CLOSED,LOW,Ana Souza,,0
TKT-302411,ACCT-02459,Soluções Oliveira,SMB,GROWTH,WHATSAPP,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-02-02T02:54:12,2026-02-08T10:36:03,CUSTOMER,4,RESOLVED,LOW,Karina Melo,,0
TKT-307174,ACCT-02010,Atacadista Andrade ME,MID,GROWTH,WHATSAPP,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-02-02T03:02:18,2026-02-06T23:39:55,AGENT,4,CLOSED,URGENT,Ana Souza,BUG,0
TKT-301789,ACCT-02052,Varejo Souza S.A.,ENT,GROWTH,PHONE_CALLBACK,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T03:08:24,2026-02-05T08:22:17,AGENT,6,CLOSED,MEDIUM,Giovana Reis,,0
TKT-304039,ACCT-02590,Varejo Oliveira ME,SMB,STARTER,CHAT,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-02T03:27:48,2026-02-12T04:51:36,AGENT,1,WAITING_CUSTOMER,MEDIUM,Isadora Pinto,HOW_TO,0
TKT-307091,ACCT-02215,Serviços Costa do Brasil,SMB,FREE,CHAT,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-02-02T03:31:56,2026-02-10T17:33:27,AGENT,2,CLOSED,HIGH,Giovana Reis,,2
TKT-307067,ACCT-02049,Têxtil Oliveira ME,ENT,GROWTH,EMAIL,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-02-02T03:37:35,2026-02-14T05:30:12,CUSTOMER,4,IN_PROGRESS,MEDIUM,Felipe Nunes,CHURN_SIGNAL,0
TKT-300004,ACCT-02066,Logística Oliveira ME,SMB,GROWTH,WHATSAPP,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-02-02T03:40:38,2026-02-14T11:34:24,AGENT,1,WAITING_CUSTOMER,LOW,João Vargas,,0
TKT-306846,ACCT-02687,Serviços Rodrigues Ltda,SMB,GROWTH,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-02-02T04:03:00,2026-02-11T16:32:34,AGENT,4,CLOSED,MEDIUM,Karina Melo,,0
TKT-300256,ACCT-02492,Construtora Pereira,SMB,STARTER,EMAIL,API: endpoint pra listar webhooks,"Hoje só dá pra criar/deletar via UI, não tem GET na API.",2026-02-02T04:11:58,2026-02-16T02:57:22,AGENT,3,CLOSED,MEDIUM,Isadora Pinto,,0
TKT-305498,ACCT-02030,Varejo Costa do Brasil,SMB,GROWTH,EMAIL,Churn — pedindo sair antes do fim do contrato,Estamos pensando em sair antes do vencimento. Tem multa?,2026-02-02T04:17:02,2026-02-11T04:39:16,AGENT,5,CLOSED,URGENT,Felipe Nunes,,1
TKT-305193,ACCT-02104,Tecnologia Souza Ltda,MID,STARTER,WHATSAPP,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-02-02T04:42:53,2026-02-12T02:11:30,AGENT,1,CLOSED,MEDIUM,Carla Mendes,,1
TKT-301376,ACCT-02606,Engenharia Costa S.A.,SMB,STARTER,CHAT,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T04:49:04,2026-02-14T08:08:32,AGENT,8,CLOSED,LOW,Carla Mendes,,2
TKT-301827,ACCT-02195,Farma Souza do Brasil,ENT,ENTERPRISE,EMAIL,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-02T04:54:45,2026-02-05T06:54:04,AGENT,8,CLOSED,MEDIUM,Ana Souza,,0
TKT-300990,ACCT-02163,Engenharia Lima Ltda,MID,GROWTH,EMAIL,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-02-02T04:57:00,2026-02-13T06:52:01,CUSTOMER,5,RESOLVED,URGENT,Ana Souza,,2
TKT-300144,ACCT-02323,Tecnologia Fernandes,SMB,STARTER,EMAIL,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-02-02T05:22:31,2026-02-11T08:42:25,CUSTOMER,7,CLOSED,LOW,Ana Souza,,0
TKT-304071,ACCT-02361,Distribuidora Pereira do Brasil,SMB,STARTER,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-02-02T05:48:49,2026-02-04T16:25:49,CUSTOMER,3,CLOSED,MEDIUM,Giovana Reis,,0
TKT-304927,ACCT-02500,Farma Andrade do Brasil,SMB,STARTER,CHAT,Churn — pedindo sair antes do fim do contrato,Estamos pensando em sair antes do vencimento. Tem multa?,2026-02-02T06:48:37,2026-02-03T04:59:27,AGENT,7,RESOLVED,MEDIUM,Erica Tavares,,0
TKT-305521,ACCT-02133,Tecnologia Lima ME,ENT,ENTERPRISE,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-02T06:54:40,2026-02-10T05:41:56,AGENT,5,CLOSED,URGENT,Bruno Lima,BUG,1
TKT-301760,ACCT-02119,Engenharia Ferreira do Brasil,SMB,STARTER,WHATSAPP,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-02-02T06:58:16,2026-02-05T01:02:21,CUSTOMER,7,WAITING_CUSTOMER,MEDIUM,Henrique Faria,,1
TKT-307217,ACCT-02587,Indústria Almeida Ltda,MID,GROWTH,EMAIL,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-02-02T07:51:24,2026-02-15T04:15:58,AGENT,5,RESOLVED,LOW,Diego Cruz,,1
TKT-300917,ACCT-02606,Engenharia Costa S.A.,SMB,STARTER,WHATSAPP,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-02T08:14:54,2026-02-13T11:33:50,AGENT,2,RESOLVED,MEDIUM,Carla Mendes,,1
TKT-305773,ACCT-02561,Indústria Fernandes do Brasil,SMB,FREE,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T08:34:57,2026-02-05T03:49:39,AGENT,5,RESOLVED,MEDIUM,Carla Mendes,,1
TKT-304420,ACCT-02209,Comércio Costa do Brasil,SMB,GROWTH,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-02T08:43:50,2026-02-04T20:33:47,AGENT,3,CLOSED,HIGH,Henrique Faria,BUG,0
TKT-303558,ACCT-02692,Engenharia Carvalho do Brasil,ENT,GROWTH,PHONE_CALLBACK,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-02-02T08:46:52,2026-02-03T01:33:14,CUSTOMER,5,RESOLVED,HIGH,Ana Souza,,2
TKT-307014,ACCT-02351,Tecnologia Almeida Ltda,SMB,STARTER,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-02T09:00:44,2026-02-14T22:35:55,AGENT,6,RESOLVED,LOW,Bruno Lima,,0
TKT-300135,ACCT-02114,Soluções Rodrigues ME,MID,STARTER,EMAIL,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-02-02T09:08:21,2026-02-09T08:28:58,CUSTOMER,3,CLOSED,LOW,Karina Melo,,0
TKT-303178,ACCT-02396,Comércio Santos do Brasil,MID,ENTERPRISE,WHATSAPP,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-02T09:28:22,2026-02-14T19:00:47,CUSTOMER,1,RESOLVED,LOW,Diego Cruz,,0
TKT-301230,ACCT-02589,Serviços Costa,SMB,GROWTH,WHATSAPP,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-02-02T09:58:17,2026-02-06T13:12:46,AGENT,5,RESOLVED,LOW,Isadora Pinto,,1
TKT-300496,ACCT-02425,Alimentos Oliveira,SMB,FREE,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-02-02T10:16:03,2026-02-12T09:40:37,CUSTOMER,8,RESOLVED,MEDIUM,Giovana Reis,,0
TKT-300221,ACCT-02263,Serviços Ferreira,SMB,STARTER,CHAT,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-02T10:26:23,2026-02-10T14:27:46,CUSTOMER,1,WAITING_CUSTOMER,MEDIUM,Diego Cruz,BILLING,0
TKT-305510,ACCT-02523,Comércio Pereira Ltda,SMB,STARTER,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-02T10:38:08,2026-02-09T08:04:45,AGENT,2,CLOSED,URGENT,Ana Souza,,2
TKT-307240,ACCT-02424,Varejo Carvalho ME,SMB,GROWTH,PHONE_CALLBACK,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-02T10:53:15,2026-02-03T16:05:14,AGENT,2,CLOSED,MEDIUM,Diego Cruz,,3
TKT-301575,ACCT-02030,Varejo Costa do Brasil,SMB,GROWTH,CHAT,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-02-02T11:00:50,2026-02-16T03:21:32,AGENT,5,IN_PROGRESS,MEDIUM,Henrique Faria,,0
TKT-307864,ACCT-02197,Construtora Almeida,SMB,GROWTH,CHAT,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Várias pessoas do meu time relataram o mesmo agora há pouco.,2026-02-02T11:26:53,2026-02-03T10:19:04,AGENT,4,CLOSED,URGENT,Bruno Lima,BUG,0
TKT-304313,ACCT-02659,Logística Lima do Brasil,SMB,GROWTH,EMAIL,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-02-02T11:27:41,2026-02-07T00:48:44,CUSTOMER,3,WAITING_CUSTOMER,MEDIUM,Bruno Lima,,2
TKT-307049,ACCT-02369,Tecnologia Oliveira,SMB,GROWTH,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-02-02T11:33:05,2026-02-05T09:19:46,CUSTOMER,1,RESOLVED,MEDIUM,Bruno Lima,HOW_TO,0
TKT-303008,ACCT-02150,Alimentos Santos,SMB,GROWTH,EMAIL,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-02-02T12:02:15,2026-02-10T02:15:30,CUSTOMER,2,WAITING_CUSTOMER,MEDIUM,Karina Melo,,1
TKT-301329,ACCT-02129,Distribuidora Andrade S.A.,MID,GROWTH,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-02-02T12:07:26,2026-02-16T07:43:29,AGENT,6,RESOLVED,MEDIUM,João Vargas,,0
TKT-306753,ACCT-02146,Farma Ribeiro Ltda,SMB,GROWTH,CHAT,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-02-02T12:10:40,2026-02-07T02:02:50,CUSTOMER,7,RESOLVED,HIGH,Giovana Reis,,0
TKT-302859,ACCT-02153,Alimentos Carvalho S.A.,SMB,GROWTH,CHAT,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-02-02T12:52:32,2026-02-02T19:02:46,CUSTOMER,3,CLOSED,MEDIUM,Ana Souza,,1
TKT-301804,ACCT-02669,Logística Lima S.A.,MID,GROWTH,EMAIL,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-02-02T13:04:29,2026-02-15T15:35:36,CUSTOMER,3,RESOLVED,MEDIUM,Diego Cruz,,0
TKT-300992,ACCT-02050,Construtora Souza Ltda,MID,GROWTH,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T13:06:06,,,0,NEW,LOW,,,0
TKT-304147,ACCT-02529,Serviços Ribeiro,SMB,FREE,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-02T13:27:53,2026-02-09T08:07:28,AGENT,3,CLOSED,HIGH,Carla Mendes,,0
TKT-305688,ACCT-02044,Indústria Carvalho Ltda,MID,ENTERPRISE,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-02-02T13:49:18,2026-02-03T22:25:04,AGENT,4,CLOSED,MEDIUM,Bruno Lima,HOW_TO,0
TKT-305224,ACCT-02025,Logística Oliveira,MID,STARTER,PHONE_CALLBACK,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-02-02T14:04:50,2026-02-04T04:10:09,AGENT,1,IN_PROGRESS,URGENT,Ana Souza,,0
TKT-301070,ACCT-02129,Distribuidora Andrade S.A.,MID,GROWTH,CHAT,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-02-02T14:10:14,2026-02-11T16:36:34,AGENT,8,CLOSED,URGENT,Bruno Lima,BUG,0
TKT-304534,ACCT-02052,Varejo Souza S.A.,ENT,GROWTH,EMAIL,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-02-02T14:28:31,2026-02-09T04:40:10,AGENT,7,CLOSED,MEDIUM,João Vargas,OTHER,0
TKT-300847,ACCT-02060,Tecnologia Costa S.A.,MID,GROWTH,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-02-02T14:42:36,2026-02-09T05:27:03,AGENT,1,RESOLVED,MEDIUM,Henrique Faria,,0
TKT-305625,ACCT-02530,Tecnologia Costa,SMB,STARTER,EMAIL,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-02-02T15:01:11,2026-02-06T03:46:16,CUSTOMER,3,RESOLVED,MEDIUM,Ana Souza,,0
TKT-307159,ACCT-02328,Transportes Costa Ltda,SMB,STARTER,EMAIL,Churn — pedindo sair antes do fim do contrato,Estamos pensando em sair antes do vencimento. Tem multa?,2026-02-02T15:13:27,2026-02-16T03:54:29,CUSTOMER,7,IN_PROGRESS,MEDIUM,Erica Tavares,CHURN_SIGNAL,0
TKT-302827,ACCT-02625,Varejo Carvalho,SMB,STARTER,CHAT,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-02-02T15:24:23,2026-02-07T16:51:12,CUSTOMER,4,WAITING_CUSTOMER,HIGH,Karina Melo,BUG,0
TKT-304722,ACCT-02044,Indústria Carvalho Ltda,MID,ENTERPRISE,PHONE_CALLBACK,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-02-02T16:04:34,,,0,NEW,LOW,,,0
TKT-302325,ACCT-02607,Comércio Carvalho Ltda,SMB,STARTER,EMAIL,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-02-02T16:13:35,2026-02-16T09:30:04,AGENT,6,RESOLVED,LOW,João Vargas,,2
TKT-301576,ACCT-02252,Alimentos Fernandes,ENT,GROWTH,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-02T17:16:41,2026-02-16T07:45:44,CUSTOMER,5,CLOSED,HIGH,João Vargas,,0
TKT-302887,ACCT-02349,Alimentos Almeida S.A.,SMB,STARTER,WHATSAPP,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-02-02T17:19:17,2026-02-16T03:10:34,AGENT,3,CLOSED,URGENT,Giovana Reis,BUG,1
TKT-304053,ACCT-02350,Farma Almeida Ltda,SMB,STARTER,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T17:22:58,2026-02-16T03:59:12,AGENT,3,CLOSED,LOW,Ana Souza,,2
TKT-305674,ACCT-02415,Distribuidora Souza S.A.,SMB,STARTER,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-02-02T17:40:35,,,0,NEW,LOW,,HOW_TO,1
TKT-300376,ACCT-02423,Têxtil Pereira,SMB,GROWTH,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-02-02T17:40:52,2026-02-14T15:29:25,AGENT,7,RESOLVED,HIGH,Bruno Lima,,0
TKT-307962,ACCT-02413,Logística Santos,MID,GROWTH,CHAT,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-02-02T17:48:16,2026-02-13T11:17:28,AGENT,3,CLOSED,HIGH,Diego Cruz,BILLING,2
